[detection] Anomalies.
screw/test/good/016.png@#@<p>Anomalies</p> {<5><26><94><72>}
screw/test/good/017.png@#@<p>Anomalies</p> {<6><31><96><70>}
screw/test/good/018.png@#@<p>Anomalies</p> {<34><6><65><95>}<delim>{<35><7><65><94>}
screw/test/good/019.png@#@<p>Anomalies</p> {<26><5><74><93>}<delim>{<28><38><35><50>}<delim>{<53><60><58><71>}
screw/test/good/020.png@#@<p>Anomalies</p> {<6><35><94><65>}
screw/test/good/021.png@#@<p>Anomalies</p> {<8><22><93><77>}
screw/test/good/022.png@#@<p>Anomalies</p> {<36><4><64><93>}<delim>{<41><5><57><55>}
screw/test/good/023.png@#@<p>Anomalies</p> {<37><4><65><94>}
screw/test/good/024.png@#@<p>Anomalies</p> {<6><35><94><65>}<delim>{<66><46><72><61>}<delim>{<80><52><94><65>}
screw/test/good/025.png@#@<p>Anomalies</p> {<15><13><86><90>}
screw/test/good/026.png@#@<p>Anomalies</p> {<28><6><71><95>}
screw/test/good/027.png@#@<p>Anomalies</p> {<7><28><93><76>}
screw/test/good/028.png@#@<p>Anomalies</p> {<6><21><94><75>}<delim>{<88><60><91><69>}<delim>{<33><29><51><47>}
screw/test/good/029.png@#@<p>a screw</p> {<37><3><64><95>} with a square head on a metal base
screw/test/good/030.png@#@<p>Anomalies</p> {<16><10><85><88>}<delim>{<57><9><86><41>}
screw/test/good/031.png@#@<p>Anomalies</p> {<36><5><64><95>}<delim>{<40><48><57><93>}<delim>{<42><49><56><91>} <p>Anomalies</p> {<36><5><64><95>}<delim>{<40><48><57><93>}
screw/test/good/032.png@#@<p>Anomalies</p> {<1><39><54><58>}<delim>{<21><39><67><57>}<delim>{<50><44><97><60>} <p>Anomalies</p> {<1><39><54><58>}<delim>{<21><39><67><57>}
screw/test/good/033.png@#@<p>A silver-colored screw</p> {<10><19><91><82>} on a black background
screw/test/good/034.png@#@<p>A screw</p> {<15><12><85><83>} with a black handle and a silver-colored shaft
screw/test/good/035.png@#@<p>Anomalies</p> {<27><5><78><94>}<delim>{<30><63><57><91>}<delim>{<48><25><70><56>} <p>Anomalies</p> {<27><5><78><94>}<delim>{<30><63><57><91>}
screw/test/good/036.png@#@<p>A screw</p> {<8><21><90><78>} made of a rod with a tip that was damaged or had been hit
screw/test/good/037.png@#@<p>Anomalies</p> {<6><31><95><70>}
screw/test/good/038.png@#@<p>Screw</p> {<15><13><84><87>}
screw/test/good/039.png@#@<p>Anomalies</p> {<36><4><65><95>}
screw/test/good/040.png@#@<p>Anomalies</p> {<17><10><83><90>}<delim>{<65><62><82><89>}
screw/test/manipulated_front/000.png@#@<p>Anomalies</p> {<17><46><48><88>}<delim>{<53><15><82><36>}
screw/test/manipulated_front/001.png@#@<p>Anomalies</p> {<17><14><83><89>}<delim>{<24><66><51><77>}
screw/test/manipulated_front/002.png@#@<p>A small silver screw</p> {<37><6><64><91>}
screw/test/manipulated_front/003.png@#@<p>A black, rusted screw</p> {<6><25><93><74>} with a pointed end is on a white background
screw/test/manipulated_front/004.png@#@<p>Anomalies</p> {<19><71><50><89>}<delim>{<24><69><51><88>} <p>nail</p> {<23><5><80><90>}
screw/test/manipulated_front/005.png@#@<p>Anomalies</p> {<27><7><74><95>}
screw/test/manipulated_front/006.png@#@<p>A rusty screw</p> {<13><16><87><85>} or bolt, approximately 1 cm in diameter, with a sharp point
screw/test/manipulated_front/007.png@#@<p>Anomalies</p> {<11><72><16><74>}<delim>{<55><35><89><71>}<delim>{<76><33><92><50>}
screw/test/manipulated_front/008.png@#@<p>Anomalies</p> {<35><6><63><94>}<delim>{<38><5><52><55>}
screw/test/manipulated_front/009.png@#@<p>Anomalies</p> {<12><16><87><85>}
screw/test/manipulated_front/010.png@#@<p>Anomalies</p> {<36><64><50><80>}<delim>{<39><63><47><77>}<delim>{<41><63><52><80>}
screw/test/manipulated_front/011.png@#@<p>Anomalies</p> {<7><23><94><77>}
screw/test/manipulated_front/012.png@#@<p>Anomalies</p> {<35><6><65><94>}
screw/test/manipulated_front/013.png@#@<p>Anomalies</p> {<15><13><86><87>}<delim>{<26><15><49><37>}<delim>{<49><56><85><82>} <p>Anomalies</p> {<15><13><86><87>}<delim>{<26><15><49><37>}
screw/test/manipulated_front/014.png@#@<p>Metallic screw</p> {<18><9><80><92>} in the shape of a knife with a flat back
screw/test/manipulated_front/015.png@#@<p>Anomalies</p> {<6><38><94><65>}
screw/test/manipulated_front/016.png@#@<p>A small silver screw</p> {<37><6><66><90>} with a rusted head
screw/test/manipulated_front/017.png@#@<p>Anomalies</p> {<10><21><91><76>}
screw/test/manipulated_front/018.png@#@<p>Anomalies</p> {<5><34><94><64>}
screw/test/manipulated_front/019.png@#@<p>A grey metal screw</p> {<8><39><94><63>} with a rounded head
screw/test/manipulated_front/020.png@#@<p>Anomalies</p> {<15><14><83><87>}
screw/test/manipulated_front/021.png@#@<p>Anomalies</p> {<9><17><91><82>}
screw/test/manipulated_front/022.png@#@<p>Anomalies</p> {<21><10><77><89>}
screw/test/manipulated_front/023.png@#@<p>Anomalies</p> {<8><33><94><71>}
screw/test/scratch_head/000.png@#@<p>Anomalies</p> {<17><12><84><89>}
screw/test/scratch_head/001.png@#@<p>Anomalies</p> {<3><29><96><70>}<delim>{<4><29><95><56>}
screw/test/scratch_head/002.png@#@<p>Anomalies</p> {<14><15><87><86>}
screw/test/scratch_head/003.png@#@<p>Anomalies</p> {<35><4><67><95>}<delim>{<36><48><49><76>}
screw/test/scratch_head/004.png@#@<p>Anomalies</p> {<16><10><83><91>}<delim>{<16><57><52><86>}
screw/test/scratch_head/005.png@#@<p>Anomalies</p> {<10><22><93><76>}<delim>{<3><20><54><53>}
screw/test/scratch_head/006.png@#@<p>Anomalies</p> {<20><7><83><91>} <p>a gray metal screw</p> {<20><7><83><91>}
screw/test/scratch_head/007.png@#@<p>Anomalies</p> {<2><35><96><64>}
screw/test/scratch_head/008.png@#@<p>Anomalies</p> {<12><15><90><87>}
screw/test/scratch_head/009.png@#@<p>Anomalies</p> {<35><5><65><95>}<delim>{<37><4><65><94>}
screw/test/scratch_head/010.png@#@<p>Anomalies</p> {<7><29><93><73>}
screw/test/scratch_head/011.png@#@<p>Anomalies</p> {<7><25><94><73>}<delim>{<6><28><49><55>}
screw/test/scratch_head/012.png@#@<p>Anomalies</p> {<17><12><86><89>}
screw/test/scratch_head/013.png@#@<p>Anomalies</p> {<18><9><83><90>}
screw/test/scratch_head/014.png@#@<p>silver screw</p> {<6><30><94><72>}
screw/test/scratch_head/015.png@#@<p>Anomalies</p> {<27><6><74><95>}
screw/test/scratch_head/016.png@#@<p>Anomalies</p> {<8><26><94><71>}
screw/test/scratch_head/017.png@#@<p>Anomalies</p> {<32><6><70><91>}
screw/test/scratch_head/018.png@#@<p>Anomalies</p> {<33><4><70><95>}<delim>{<36><8><68><93>}
screw/test/scratch_head/019.png@#@<p>Anomalies</p> {<16><12><89><87>}
screw/test/scratch_head/020.png@#@<p>Anomalies</p> {<0><32><98><71>}<delim>{<53><47><93><66>} <p>a screw</p> {<5><32><98><71>}
screw/test/scratch_head/021.png@#@<p>A bronze screw</p> {<5><35><95><64>} with a star shape
screw/test/scratch_head/022.png@#@<p>Screw</p> {<5><36><94><62>} on the back
screw/test/scratch_head/023.png@#@<p>Anomalies</p> {<17><8><85><90>}
screw/test/scratch_neck/000.png@#@<p>Anomalies</p> {<10><22><91><82>}<delim>{<16><27><63><58>}<delim>{<53><56><94><78>} <p>A screw</p> {<10><22><91><82>}
screw/test/scratch_neck/001.png@#@<p>Anomalies</p> {<10><17><92><83>}<delim>{<56><61><64><68>}
screw/test/scratch_neck/002.png@#@<p>Anomalies</p> {<10><18><93><86>}<delim>{<10><23><92><85>}<delim>{<14><23><91><84>}<delim>{<22><23><64><83>}
screw/test/scratch_neck/003.png@#@<p>Anomalies</p> {<35><4><65><95>}
screw/test/scratch_neck/004.png@#@<p>Anomalies</p> {<8><27><93><76>}
screw/test/scratch_neck/005.png@#@<p>Anomalies</p> {<10><19><53><28>}<delim>{<23><24><50><51>} <p>a small metal fastener</p> {<9><19><53><28>} <p>a small metal fastener</p> {<9><19><53><28>}<delim>{<23><24><50><51>} <p>the tip of a screwdriver</p> {<8><19><62><27>}
screw/test/scratch_neck/006.png@#@<p>Anomalies</p> {<36><4><65><94>}
screw/test/scratch_neck/007.png@#@<p>Anomalies</p> {<28><6><79><96>}
screw/test/scratch_neck/008.png@#@<p>Screw</p> {<6><39><95><64>} with a rusty tip
screw/test/scratch_neck/009.png@#@<p>Anomalies</p> {<6><31><94><70>}
screw/test/scratch_neck/010.png@#@<p>Anomalies</p> {<16><13><85><89>}
screw/test/scratch_neck/011.png@#@<p>Anomalies</p> {<24><6><75><92>}
screw/test/scratch_neck/012.png@#@<p>a small, corroded screw</p> {<12><18><91><84>} with a pointed tip and no head
screw/test/scratch_neck/013.png@#@<p>Anomalies</p> {<0><1><99><97>}<delim>{<14><52><54><71>}<delim>{<18><49><33><63>}
screw/test/scratch_neck/014.png@#@<p>Anomalies</p> {<6><25><94><73>}
screw/test/scratch_neck/015.png@#@<p>Anomalies</p> {<32><5><70><95>}<delim>{<34><38><65><75>}
screw/test/scratch_neck/016.png@#@<p>A small silver screw</p> {<23><5><80><94>}
screw/test/scratch_neck/017.png@#@<p>Anomalies</p> {<11><16><90><86>}
screw/test/scratch_neck/018.png@#@<p>Anomalies</p> {<7><23><94><75>}
screw/test/scratch_neck/019.png@#@<p>Anomalies</p> {<5><30><96><70>}
screw/test/scratch_neck/020.png@#@<p>Anomalies</p> {<14><15><87><87>}<delim>{<26><31><52><49>}
screw/test/scratch_neck/021.png@#@<p>Anomalies</p> {<7><25><93><76>}
screw/test/scratch_neck/022.png@#@<p>Screw</p> {<20><10><81><87>} on a white background
screw/test/scratch_neck/023.png@#@<p>Anomalies</p> {<15><13><87><89>}<delim>{<16><10><44><40>}
screw/test/scratch_neck/024.png@#@<p>Anomalies</p> {<8><29><94><72>}
screw/test/thread_side/000.png@#@<p>Anomalies</p> {<36><5><66><94>}
screw/test/thread_side/001.png@#@<p>Anomalies</p> {<5><33><96><64>}
screw/test/thread_side/002.png@#@<p>Anomalies</p> {<30><7><59><93>}<delim>{<40><8><57><28>}
screw/test/thread_side/003.png@#@<p>A silver nail</p> {<7><38><96><64>} with a rounded point and a head on a white background
screw/test/thread_side/004.png@#@<p>Screw</p> {<14><12><87><86>} of steel, in the shape of an arrow
screw/test/thread_side/005.png@#@<p>Anomalies</p> {<14><15><89><86>}
screw/test/thread_side/006.png@#@<p>No anomalies</p> {<13><14><89><87>}
screw/test/thread_side/007.png@#@<p>Metal fastener</p> {<10><16><89><81>} on a black background
screw/test/thread_side/008.png@#@<p>Anomalies</p> {<9><25><94><80>}<delim>{<13><34><33><57>}
screw/test/thread_side/009.png@#@<p>Anomalies</p> {<15><13><89><87>}
screw/test/thread_side/010.png@#@<p>Anomalies</p> {<3><35><96><64>}
screw/test/thread_side/011.png@#@<p>Anomalies</p> {<7><26><95><72>}<delim>{<94><58><99><66>}
screw/test/thread_side/012.png@#@<p>Anomalies</p> {<6><23><93><80>}
screw/test/thread_side/013.png@#@<p>Anomalies</p> {<21><39><52><87>}<delim>{<56><20><82><49>}<delim>{<33><57><47><72>}<delim>{<33><56><45><71>}
screw/test/thread_side/014.png@#@<p>Anomalies</p> {<24><7><79><91>}
screw/test/thread_side/015.png@#@<p>Anomalies</p> {<5><26><95><72>}
screw/test/thread_side/016.png@#@<p>Anomalies</p> {<5><32><94><65>}
screw/test/thread_side/017.png@#@<p>Anomalies</p> {<32><4><70><94>}
screw/test/thread_side/018.png@#@<p>Anomalies</p> {<17><9><80><90>} <p>a single metal screw</p> {<17><9><80><90>}
screw/test/thread_side/019.png@#@<p>A small, black, rusty metal bolt</p> {<12><14><87><84>} or screw with a threaded shaft and two small, curved prongs on one end
screw/test/thread_side/020.png@#@<p>Anomalies</p> {<12><18><90><84>}
screw/test/thread_side/021.png@#@<p>Anomalies</p> {<10><16><92><86>}<delim>{<14><18><87><65>}
screw/test/thread_side/022.png@#@<p>Anomalies</p> {<7><46><95><62>}<delim>{<16><45><60><63>}
screw/test/thread_top/000.png@#@<p>Anomalies</p> {<5><19><93><78>}<delim>{<46><38><92><74>} <p>a single screw</p> {<8><19><93><78>}
screw/test/thread_top/001.png@#@<p>Anomalies</p> {<30><4><71><95>}<delim>{<51><26><68><54>}
screw/test/thread_top/002.png@#@<p>Anomalies</p> {<7><25><93><78>}
screw/test/thread_top/003.png@#@<p>Anomalies</p> {<22><9><79><91>}<delim>{<49><13><78><33>}
screw/test/thread_top/004.png@#@<p>Anomalies</p> {<1><29><98><73>}
screw/test/thread_top/005.png@#@<p>Anomalies</p> {<33><6><65><94>}<delim>{<50><68><67><89>}
screw/test/thread_top/006.png@#@<p>Anomalies</p> {<12><16><89><83>}<delim>{<15><50><47><75>}<delim>{<16><62><47><76>}
screw/test/thread_top/007.png@#@<p>Anomalies</p> {<30><4><70><94>}<delim>{<52><62><69><86>}
screw/test/thread_top/008.png@#@<p>Anomalies</p> {<31><4><69><92>}
screw/test/thread_top/009.png@#@<p>Anomalies</p> {<16><10><84><89>}
screw/test/thread_top/010.png@#@<p>Anomalies</p> {<10><17><90><80>}
screw/test/thread_top/011.png@#@<p>Anomalies</p> {<6><25><94><78>}<delim>{<5><62><16><76>}
screw/test/thread_top/012.png@#@<p>Anomalies</p> {<24><7><75><91>}<delim>{<27><8><48><60>}
screw/test/thread_top/013.png@#@<p>Anomalies</p> {<36><5><64><95>}<delim>{<38><62><54><73>}<delim>{<38><50><51><61>}
screw/test/thread_top/014.png@#@<p>Anomalies</p> {<10><18><91><84>}
screw/test/thread_top/015.png@#@<p>Anomalies</p> {<21><6><78><92>}
screw/test/thread_top/016.png@#@<p>A nail</p> {<32><4><70><95>} or fastener is stuck in the middle of a metal object
screw/test/thread_top/017.png@#@<p>Anomalies</p> {<4><32><96><67>}<delim>{<14><34><44><53>}
screw/test/thread_top/018.png@#@<p>Anomalies</p> {<21><10><82><90>}<delim>{<53><46><68><67>} <p>screw</p> {<54><58><82><91>}
screw/test/thread_top/019.png@#@<p>Anomalies</p> {<31><4><70><93>}<delim>{<42><68><72><82>}
screw/test/thread_top/020.png@#@<p>Anomalies</p> {<36><4><66><95>}<delim>{<40><27><61><58>}<delim>{<47><38><63><79>}
screw/test/thread_top/021.png@#@<p>Anomalies</p> {<11><15><91><86>}
screw/test/thread_top/022.png@#@<p>Anomalies</p> {<15><12><84><90>}
tile/test/crack/000.png@#@<p>Anomalies</p> {<0><1><100><100>}
tile/test/crack/001.png@#@<p>Anomalies</p> {<11><10><69><100>}<delim>{<27><11><73><99>}
tile/test/crack/002.png@#@<p>Anomalies</p> {<31><21><65><54>}<delim>{<47><14><89><50>}<delim>{<15><28><37><58>}<delim>{<34><0><59><28>}
tile/test/crack/003.png@#@<p>Anomalies</p> {<0><36><72><53>}<delim>{<0><10><44><48>}
tile/test/crack/004.png@#@<p>Anomalies</p> {<34><29><45><66>}<delim>{<35><29><45><66>}
tile/test/crack/005.png@#@<p>Anomalies</p> {<0><0><100><98>}
tile/test/crack/006.png@#@<p>Anomalies</p> {<25><0><74><100>}
tile/test/crack/007.png@#@<p>Anomalies</p> {<42><10><57><100>}<delim>{<28><11><61><97>}
tile/test/crack/008.png@#@<p>Anomalies</p> {<63><61><97><85>}<delim>{<24><0><46><23>}
tile/test/crack/009.png@#@<p>Anomalies</p> {<25><40><61><99>}<delim>{<53><36><94><72>}
tile/test/crack/010.png@#@<p>Anomalies</p> {<0><0><100><100>}
tile/test/crack/011.png@#@<p>Anomalies</p> {<33><10><75><89>}<delim>{<14><63><24><69>}<delim>{<45><22><73><45>}
tile/test/crack/012.png@#@<p>Anomalies</p> {<0><1><99><98>}<delim>{<27><20><48><73>}
tile/test/crack/013.png@#@<p>Anomalies</p> {<1><12><23><27>}<delim>{<25><33><59><64>}<delim>{<61><12><85><23>}
tile/test/crack/014.png@#@<p>Anomalies</p> {<38><21><59><99>}
tile/test/crack/015.png@#@<p>Anomalies</p> {<1><49><65><55>}<delim>{<0><52><99><57>}
tile/test/crack/016.png@#@<p>Anomalies</p> {<0><1><100><100>}
tile/test/glue_strip/000.png@#@<p>Anomalies</p> {<48><44><79><81>}
tile/test/glue_strip/001.png@#@<p>Anomalies</p> {<28><43><87><62>}
tile/test/glue_strip/002.png@#@<p>Anomalies</p> {<68><32><99><67>}
tile/test/glue_strip/003.png@#@<p>Anomalies</p> {<0><0><100><100>}
tile/test/glue_strip/004.png@#@<p>Anomalies</p> {<17><22><90><81>}
tile/test/glue_strip/005.png@#@<p>Anomalies</p> {<0><0><100><100>}<delim>{<30><47><55><82>}
tile/test/glue_strip/006.png@#@<p>Anomalies</p> {<19><15><63><90>}
tile/test/glue_strip/007.png@#@<p>Anomalies</p> {<42><39><100><100>}
tile/test/glue_strip/008.png@#@<p>Anomalies</p> {<34><54><79><100>}<delim>{<34><54><79><100>}
tile/test/glue_strip/009.png@#@<p>Anomalies</p> {<1><18><26><53>}
tile/test/glue_strip/010.png@#@<p>Anomalies</p> {<62><4><100><83>}
tile/test/glue_strip/011.png@#@<p>Anomalies</p> {<0><19><29><67>}<delim>{<1><34><29><69>}
tile/test/glue_strip/012.png@#@<p>Anomalies</p> {<45><28><90><75>}
tile/test/glue_strip/013.png@#@<p>Anomalies</p> {<41><48><59><70>}<delim>{<39><48><59><69>}
tile/test/glue_strip/014.png@#@<p>Anomalies</p> {<45><25><74><58>}
tile/test/glue_strip/015.png@#@<p>Anomalies</p> {<63><39><95><67>}
tile/test/glue_strip/016.png@#@<p>Anomalies</p> {<10><20><40><53>}<delim>{<13><20><39><52>}
tile/test/glue_strip/017.png@#@<p>Anomalies</p> {<29><24><85><71>}
tile/test/good/000.png@#@<p>Anomalies</p> {<0><0><100><99>}<delim>{<31><28><45><37>}<delim>{<39><16><52><24>}<delim>{<50><37><73><56>}
tile/test/good/001.png@#@<p>Anomalies</p> {<1><1><98><100>}
tile/test/good/002.png@#@<p>Anomalies</p> {<1><2><97><98>}
tile/test/good/003.png@#@<p>Anomalies</p> {<48><72><50><73>}<delim>{<68><21><70><23>}<delim>{<19><21><25><27>}<delim>{<41><34><46><36>}<delim>{<21><38><33><46>}<delim>{<35><71><40><77>}
tile/test/good/004.png@#@<p>Anomalies</p> {<65><84><75><97>}<delim>{<50><39><73><52>}
tile/test/good/005.png@#@<p>Anomalies</p> {<34><10><68><20>}<delim>{<59><72><69><77>}
tile/test/good/006.png@#@<p>Anomalies</p> {<59><14><74><28>}<delim>{<68><33><79><45>}
tile/test/good/007.png@#@<p>Anomalies</p> {<1><2><100><100>}
tile/test/good/008.png@#@<p>Anomalies</p> {<0><1><100><98>}
tile/test/good/009.png@#@<p>Anomalies</p> {<0><0><100><100>}
tile/test/good/010.png@#@<p>Anomalies</p> {<17><40><23><49>}<delim>{<56><39><71><50>}<delim>{<27><29><38><40>}
tile/test/good/011.png@#@<p>Anomalies</p> {<1><0><100><100>}
tile/test/good/012.png@#@<p>Anomalies</p> {<51><85><70><95>}<delim>{<37><83><50><93>}<delim>{<26><54><39><65>}<delim>{<71><64><85><74>}<delim>{<9><45><26><62>}<delim>{<29><70><50><76>}
tile/test/good/013.png@#@<p>Anomalies</p> {<43><59><56><73>}<delim>{<30><68><41><83>}<delim>{<24><65><32><79>}<delim>{<1><67><18><87>}
tile/test/good/014.png@#@<p>Anomalies</p> {<15><56><32><84>}<delim>{<67><19><82><29>}<delim>{<78><0><100><22>}<delim>{<43><60><56><74>}
tile/test/good/015.png@#@<p>Anomalies</p> {<1><0><100><100>}
tile/test/good/016.png@#@<p>Anomalies</p> {<1><0><100><99>}
tile/test/good/017.png@#@<p>Anomalies</p> {<68><10><80><27>}<delim>{<35><49><65><59>}
tile/test/good/018.png@#@<p>Anomalies</p> {<0><1><100><100>}
tile/test/good/019.png@#@<p>Anomalies</p> {<1><2><100><98>}
tile/test/good/020.png@#@<p>Anomalies</p> {<12><39><28><49>}<delim>{<35><29><51><37>}<delim>{<62><0><76><6>}<delim>{<74><25><93><40>}<delim>{<53><28><66><35>}
tile/test/good/021.png@#@<p>Anomalies</p> {<1><1><100><99>}<delim>{<56><78><62><85>}<delim>{<67><78><75><86>}<delim>{<83><51><97><64>}<delim>{<21><39><29><47>}
tile/test/good/022.png@#@<p>Anomalies</p> {<46><69><53><78>}<delim>{<60><64><72><74>}
tile/test/good/023.png@#@<p>Anomalies</p> {<1><1><99><98>}
tile/test/good/024.png@#@<p>Anomalies</p> {<2><13><34><40>}
tile/test/good/025.png@#@<p>Anomalies</p> {<1><1><98><98>}
tile/test/good/026.png@#@<p>Anomalies</p> {<16><72><24><83>}<delim>{<54><55><66><69>}<delim>{<66><28><77><40>}<delim>{<28><45><41><56>}<delim>{<70><37><80><54>}<delim>{<88><62><99><70>}
tile/test/good/027.png@#@<p>Anomalies</p> {<1><2><100><98>}
tile/test/good/028.png@#@<p>Anomalies</p> {<1><0><100><100>}
tile/test/good/029.png@#@<p>Anomalies</p> {<0><24><100><99>}
tile/test/good/030.png@#@<p>Anomalies</p> {<1><1><98><56>}<delim>{<24><0><57><15>}
tile/test/good/031.png@#@<p>Anomalies</p> {<42><19><48><28>}<delim>{<61><33><65><38>}
tile/test/good/032.png@#@<p>Anomalies</p> {<1><13><97><29>}
tile/test/gray_stroke/000.png@#@<p>Anomalies</p> {<47><63><69><77>}<delim>{<46><63><68><77>}
tile/test/gray_stroke/001.png@#@<p>Anomalies</p> {<0><0><100><100>}
tile/test/gray_stroke/002.png@#@<p>Anomalies</p> {<1><12><100><100>}
tile/test/gray_stroke/003.png@#@<p>Anomalies</p> {<28><40><69><83>}
tile/test/gray_stroke/004.png@#@<p>Anomalies</p> {<21><50><46><78>}
tile/test/gray_stroke/005.png@#@<p>Anomalies</p> {<62><10><83><59>}<delim>{<57><14><83><57>}
tile/test/gray_stroke/006.png@#@<p>Anomalies</p> {<47><14><80><52>}<delim>{<47><13><79><52>}
tile/test/gray_stroke/007.png@#@<p>Anomalies</p> {<19><37><58><77>}
tile/test/gray_stroke/008.png@#@<p>Anomalies</p> {<1><39><28><57>}<delim>{<69><45><99><58>}<delim>{<26><10><44><21>}<delim>{<72><43><99><52>}
tile/test/gray_stroke/009.png@#@<p>Anomalies</p> {<58><2><96><34>}<delim>{<20><3><39><17>}
tile/test/gray_stroke/010.png@#@<p>Anomalies</p> {<10><23><56><52>}<delim>{<47><25><99><53>}
tile/test/gray_stroke/011.png@#@<p>Anomalies</p> {<1><49><27><100>}
tile/test/gray_stroke/012.png@#@<p>Anomalies</p> {<49><87><67><99>}<delim>{<25><55><37><69>}<delim>{<16><14><24><25>}<delim>{<1><12><8><25>}<delim>{<0><70><10><84>}<delim>{<32><25><42><41>}<delim>{<54><23><64><41>}
tile/test/gray_stroke/013.png@#@<p>Anomalies</p> {<37><0><69><15>}<delim>{<37><14><60><20>}<delim>{<57><18><78><26>}
tile/test/gray_stroke/014.png@#@<p>Anomalies</p> {<17><49><52><88>}
tile/test/gray_stroke/015.png@#@<p>Anomalies</p> {<80><49><98><72>}<delim>{<51><41><66><49>}<delim>{<25><15><35><28>}<delim>{<79><40><97><56>}
tile/test/oil/000.png@#@<p>Anomalies</p> {<23><23><89><76>}
tile/test/oil/001.png@#@<p>Anomalies</p> {<40><39><73><81>}<delim>{<53><39><62><64>}<delim>{<48><60><62><80>}
tile/test/oil/002.png@#@<p>Anomalies</p> {<49><15><93><66>}
tile/test/oil/003.png@#@<p>Anomalies</p> {<12><29><53><70>}
tile/test/oil/004.png@#@<p>Anomalies</p> {<1><1><100><100>}
tile/test/oil/005.png@#@<p>Anomalies</p> {<34><33><75><71>}<delim>{<34><33><75><71>}<delim>{<36><33><68><71>}
tile/test/oil/006.png@#@<p>Anomalies</p> {<48><56><83><100>}<delim>{<49><58><82><100>}
tile/test/oil/007.png@#@<p>Anomalies</p> {<15><15><60><60>}<delim>{<16><14><61><59>}
tile/test/oil/008.png@#@<p>Anomalies</p> {<4><8><46><50>}<delim>{<3><27><23><51>}
tile/test/oil/009.png@#@<p>Anomalies</p> {<39><31><76><79>}
tile/test/oil/010.png@#@<p>Anomalies</p> {<1><45><42><85>}
tile/test/oil/011.png@#@<p>Anomalies</p> {<32><39><68><74>}
tile/test/oil/012.png@#@<p>Anomalies</p> {<34><39><75><76>}<delim>{<40><36><72><75>}<delim>{<34><46><75><76>}
tile/test/oil/013.png@#@<p>Anomalies</p> {<26><37><65><74>}
tile/test/oil/014.png@#@<p>Anomalies</p> {<1><0><100><99>}<delim>{<35><27><94><79>}
tile/test/oil/015.png@#@<p>Anomalies</p> {<20><25><81><76>}<delim>{<34><29><73><76>}
tile/test/oil/016.png@#@<p>Anomalies</p> {<18><16><82><90>}
tile/test/oil/017.png@#@<p>Anomalies</p> {<21><3><79><54>}<delim>{<22><12><60><47>}
tile/test/rough/000.png@#@<p>Anomalies</p> {<41><39><65><70>}
tile/test/rough/001.png@#@<p>Anomalies</p> {<37><24><56><72>}
tile/test/rough/002.png@#@<p>Anomalies</p> {<37><41><69><70>}<delim>{<23><25><62><50>}
tile/test/rough/003.png@#@<p>Anomalies</p> {<0><1><100><100>}
tile/test/rough/004.png@#@<p>Anomalies</p> {<0><13><100><98>}<delim>{<45><70><52><83>}
tile/test/rough/005.png@#@<p>Anomalies</p> {<1><0><100><98>}
tile/test/rough/006.png@#@<p>Anomalies</p> {<1><1><98><98>}
tile/test/rough/007.png@#@<p>Anomalies</p> {<1><2><98><99>}
tile/test/rough/008.png@#@<p>Anomalies</p> {<1><0><100><100>}
tile/test/rough/009.png@#@<p>Anomalies</p> {<1><29><99><70>}
tile/test/rough/010.png@#@<p>Anomalies</p> {<1><49><50><100>}<delim>{<83><37><96><43>}<delim>{<50><37><70><52>}
tile/test/rough/011.png@#@<p>Anomalies</p> {<50><46><100><66>}
tile/test/rough/012.png@#@<p>Anomalies</p> {<17><82><30><94>}<delim>{<18><43><29><56>}<delim>{<31><41><43><52>}
tile/test/rough/013.png@#@<p>Anomalies</p> {<1><24><98><75>}
tile/test/rough/014.png@#@<p>Anomalies</p> {<0><1><100><100>}
toothbrush/test/defective/000.png@#@<p>Anomalies</p> {<23><4><70><100>}<delim>{<33><58><54><92>} <p>a toothbrush</p> {<23><4><70><100>} <p>blue scrubby bristles</p> {<35><54><68><85>}
toothbrush/test/defective/001.png@#@<p>Anomalies</p> {<31><6><68><90>}<delim>{<50><14><67><29>}<delim>{<41><12><51><28>}
toothbrush/test/defective/002.png@#@<p>Anomalies</p> {<34><8><69><93>}<delim>{<37><12><66><60>}
toothbrush/test/defective/003.png@#@<p>Anomalies</p> {<42><78><59><92>}<delim>{<38><20><49><34>}
toothbrush/test/defective/004.png@#@<p>Anomalies</p> {<32><4><69><97>}<delim>{<40><11><69><51>}<delim>{<38><4><54><42>}<delim>{<50><10><71><51>}
toothbrush/test/defective/005.png@#@<p>Anomalies</p> {<32><16><68><93>}<delim>{<46><20><65><64>}
toothbrush/test/defective/006.png@#@<p>Anomalies</p> {<32><5><70><98>}<delim>{<32><6><69><96>}
toothbrush/test/defective/007.png@#@<p>Anomalies</p> {<32><4><68><100>}<delim>{<57><77><60><87>}<delim>{<50><24><56><42>}<delim>{<49><44><55><57>}
toothbrush/test/defective/008.png@#@<p>Anomalies</p> {<33><2><70><100>}<delim>{<33><29><68><84>} <p>a blue toothbrush</p> {<33><3><68><97>} with a blue and white design on the handle
toothbrush/test/defective/009.png@#@<p>Anomalies</p> {<32><5><69><97>}<delim>{<32><4><69><98>}
toothbrush/test/defective/010.png@#@<p>Anomalies</p> {<29><3><71><100>}
